"PROP   ","CARD#","1VECTOR                                                               ","2VECTOR                                                               ","3VECTOR                                                               ","4VECTOR                                                               ","5VECTOR                                                               ","6VECTOR                                                               ","7VECTOR                                                               ","8VECTOR                                                               ","9VECTOR                                                               ","AVECTOR                                                               ","BVECTOR                                                               ","CVECTOR                                                               ","DVECTOR                                                               ","EVECTOR                                                               ","FVECTOR                                                               ","01LAB ","02LAB ","03LAB ","04LAB ","05LAB ","06LAB ","07LAB ","08LAB ","09LAB ","10LAB ","11LAB ","12LAB ","13LAB ","14LAB ","15LAB ","16LAB ","17LAB ","18LAB ","19LAB ","20LAB ","01AREA                        ","02AREA                        ","03AREA                        ","04AREA                        ","05AREA                        ","06AREA                        ","07AREA                        ","08AREA                        ","09AREA                        ","10AREA                        ","11AREA                        ","12AREA                        ","13AREA                        ","14AREA                        ","15AREA                        ","16AREA                        ","17AREA                        ","18AREA                        ","19AREA                        ","20AREA                        " 
"4120104","01","1SFR/B=N16M1E16M2S16W16%OFP=S3E16N3W16%2CFG=G2N4M3E27S26W27N22%2SFR/B@","-16,10=G1N26W19S22W17S26E36N22%1SFR=G1N14E16S14W16%WDDK@14,37=G3E14N22","W30S12E16S10                                                          ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4120105","01","1SFR=N21M1E13M2S21W13%2SFR/B=G1W34S24E34M3N24%ATTIC/2CFG=G2E23S21W23N2","1%BRPT=G2N12W22S12E22%FOH@-18,19=G1N1w34s1E34%FOH@-17,-1=G3S1w34n1E34%","OFP@-16,-6=G0GS3XS6W39N13E5S7E34%1SFR(540)/1CFRG(768)#0=G2N32E24S32W24","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4120110","01","2SFR/B=N40M1N3E27S43M2W27%1SFR=G2N15M3E11S15W11%OFP=G3N4E11M4S4W11%2CF","G=G4E22S26W22N26%OFP=G1W10S20E10N20                                   ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4120114","01","2SFR/B=N26M1E44M2S26M3W44%FOH@20,29=G1N1e44s1W44%FOH@20,2=G3S1w44n1E44"," %OFP=G3S6W29N6E29%1SFR=G2E8S13W8M5N13%2CFG=G5E22S22W22N22%WDDK@42,34=","G5GE8XE7N28W30S15E23S13                                               ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","2SFR  ","B     ","FOH   ","OFP   ","1SFR  ","2CFG  ","WDDK  ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                          1144,                          1144,                            88,                           174,                           104,                           484,                           541,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4120120","01","SHED=N11W4S11E4%2CFG@6,15=N25E12M1S20E11M2S5W23%1SFR/2CFG=G2W11N11E11S","11%2SFR/B@42,18=G1S9E11S11E26S16E27N38W28S2W36%1SFR=G1N10E21M5S10W21%B","RPT=G5S4E30N13W30S9%OFP=G2S5E26N5W26                                  ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4130005","01","1SFR(1232)/1SFR(1668)/B#0=N15M1N15E56S30W42M2N3W4S3W10%OFP=G2N3W4S3E4%","1SFR=G1N15W22M3S24E22N9%EFP=G3GS2XW10S20E10N20%2CFG=G3GS2GW10XN3W22S26","E22N23                                                                ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4130011","01","1SFR/B=N18M1N12E47S42W16N12W31%EFP=G1N12W24S12E24%LOFT/2CFG=G1W24S22E2","4N22                                                                  ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4150006","01","1SFR/B=E18N16E24M1S16E18GS22GW18DM2W5S4W14N4W5M4GW18GN22D%WDDK=G1GN8GE","8DGE22GS22DGS7GW7DGW5GN5DW18N16%1SFR/B=G2GS13GE14DGE13GN12DM3GN3GW3DGE","7GN7DGW13GN13DGW18GS22D%3CFRG=G3GW16GS15DGS17GE17DGE16GN15DGW17GN17D%3","CFRG=G3GW3GN3DGN10GE9DGE23GS23DGS10GW10DGW19GN20D%1SFR/B=G4GN22GW18DGW","14GS14DM5GS20GE20DGE12GN12D%1SFR/B=G5GN3GW3DGS11GW10DM8GS25GE26DM9GE9G","N9DGW3GN3DGN1GE1DGW20GN20D%1SFR/B=G8GE2GN2XGW3GN4DGN6GE6DGS3GE3DGS7GW6","D%1SFR/B=G9GS8GW8DGW18GN18DGN8GE8DGE18GS18D                           ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4150014","01","2SFR/B=N32M1E40M2S32W14S2W12N2W14%1SFR/B@7,35=G1N8GN5GE5DE8GS5GE5DS6E9","S2W27%WDDK=G1GE27XN2W9N6GN3GE3DN3E15S14W9%1SFOH@40,37=G2N2W9S2E9%1.5SF","R/B=G2GS2XE12S28W2S1W8N1W2N28%2CFRG=G2GS2GE12GS5XE24S24W24N24         ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4150026","01","3CFG=N36E24S32M1S4W24%1SFR/B=G1N22E10S22M2W10%OFP@28,3=G1E10S4W10N4%2S","FR/B@57,-8=G2N22E20S22E28S15E4GE4GS4DS9GS4GW4DW4S2W18N2W30N32%WDDK@66,","12=G2GN22GE20GS7XE27S15W27N15                                         ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4150030","01","2SFR/B=N14W10M1N16E7M2E14S2E16M3E13S28W40%OFP=GE8XS5E12N5W12%1SFR(130)","/2CFG(529)#0=G1W13S23E23N23W10%1SFR/B=G1W13N16E13S16%WDDK=G3N16W30S14E","14S2E16%1SFR/B@32,34=G3N2E9S2W9%1SFR/B=G2W16N10GN4GE4DE8GE4GS4DS10    ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4150032","01","2SFR/B=N10W14N15E14N17E3N2E12S2E3S5E11S3E27M1S29M2W12S5W15S2W14N2W15%1","SFR(648)/3CFG(936)#0=G1N2E24S40W16N3W8N35%OFP=G1W8N18E14S16W6S2%OFP=G2","W12S5E12N5                                                            ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4160005","01","2SFR/B=N25M1E41M2S25W41%2CFRG=G2E25S22W25N22%A(U)/1SFR/B=G1W19S15E5S12","E14N27%EFP=G1W2N12E14S12W12                                           ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4160008","01","2SFR/B=N4M1N26E41M2S30W41%1SFR/B=G1W14N21E14S21%1SFR(555)/3CFRG(827)#0","=G2N11E23S34W8S3W15N26%WDDK=G1GN21XN5E12N19W26S24E14                  ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4160011","01","1SFR(380)/2CFRG(591)#0=N23E24M1S10E3S13W27%2SFR/B=G1N2E29M2S31W26N19W3","N10%1.5SFR/B=G2E16S28W16N28%1SFOH@63,28=G2GE6XN1E8S1W8%1SFOH@40,-7=G2G","S31GW15XS3W6N3E6%1SFR=G1GN2GE4XN12E16S12W16%WDDK@29,40=G1GW24GE11XN15E","13N15E17S16W13S12W4S2W13                                              ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4160016","01","2SFR/B=N32M1E42M2S32W14N2W14S2W14%1SFR/B=G2N3E6M3S16W6N13%3CFRG=G3E23S","34W29N18M4E6N16%STNPT=G1GE7XN14E33S14W33                              ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4160023","01","2CFG=N24E20S4M1S20W20%OFP@24,23=G1N4E10S4W10%1SFR=G1E10N2E4M2S20W14N18"," %2SFR/B=G2E15M3E25M4S25W40N25%1SFR=G4E14N11E6N2E7S2E6S33W6S2W7N2W6N9W","14N13%2SFR=G2GE4XN12E8N8E18M5S20W26%WDDK@71,33=G5E9S2GE7GS7DE8S11W24N2","0                                                                     ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4160024","01","1SFR(614)/2CFRG(651)#0=N27E23M1S12E2S15W25%2SFR/B=G1E2N4E41S29M2W26N13","W17N12%1SFOH@13,32=G1E2N2W21S2E19%1SFR/B=G2GW26XS6W15N19E15S13%OFP@71,","4=G2N8E12S12W38N4E26%1SFOH@36,-5=G2GW26GS6GW5XW5S2E5N2%STNPT=G1GE2GN4X","N10E17S9W3S1W14%1SFR/B@47,34=G1GE2GN4GE14XN1E13S1W13                  ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4160028","01","2SFR/B=N32M1E42S32M2W14N2W14S2W14%1SFR(336)/2CFRG(703)#0=G1GS13XS18W28","N23E20S5E8%STNPT=G1GE7XN13E32S13W32%1SFOH=G2GW3XS2W7N2E7%1SFOH=G1GS32G","E3XS2E7N2W7%OFP=G2GW14GN2GW2XS6W9N6E9%1SFR/B@-15,28=G1N3W28S11E20S5E8N","13                                                                    ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4160029","01","1SFR/B=N18E18M1S18M2W18%A/1SFR/B=G1N4E3M2E15N10E3M3E11S10M5E6N2GE6GN6D","E8GS6GE6DS17GS1GE2D|%GE6GN6DGS12GE12DGS17GW16DM6GW6GN5DGS5GW6DGW8GN9DW","16M7N4W8S4W18N26%OFP=G7N4W8S4W18N8W6S14E22S3E13N9W3%1SFOH@25,30=G2N1E1","2S1W12%1SFOH@42,38=G3N1E8S1W8%1SFOH@50,-5=G7GE5XS1E8N1W8%WDDK@65,36=G5","N10GN8GE8DE16GE10GS10DS18GS6GW6DGW2GN1DN17GW6GN6D|%W8GS6GW6DS2W6%2CFRG","=G6GW6GN5DGS9GW10DGS14GE14DGE3GN3DGS8GE9DGE17GN17DGN17GW17D|%GW10GS11D","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4160034","01","2SFR/B=N30M1E28N4M2E15S34W14S2W15N2W14%1SFR/B=G2N4E15S4W15%WDDK=G2N8W3","0S12E30N4%1SFR/B@2,18=G1W2S16E2N16%1SFR(240)/3CFRG(852)#0=G1GW2XN14W22","S38E24N8W2N16                                                         ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4170011","01","1.5SFR/B=N24E32S10M1S14W11M2W21%1SFR/B@18,-1=G2W10S4E10N4%EFP=G1N10E8M","3S10W8%CPAT=G1E8S2E2S13W10N15%2CFG=G3S12E24N22W24S10%CPAT=G3GN10XN3W6N","6E30S9W24%WDDK=G3N13W24S13E24                                         ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4170016","01","1SFR@8,18=N24E17M1S10W8S14M2W9%1CFG=N24W15S24E15%WDDK=G1N12W18S12E18%1","SFR/B=G2N14E42S24W42N10                                               ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
"4170017","01","2CFG=N25E24M1S25W24%1SFR=G1E14M2S25W14N25%1SFR/B=G2E22M3E18S25W21M4N2W","3S2W16N25%OFP=G4N2W3S2E3%1SFR/B=G3N20E18S20W18%1SFR=G3GW12XN10W10S10E1","0%WDDK@30,34=G3W12N10W10S10W14N18E36S18                               ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","                                                                      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ","      ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                               
